Zip Code,State,Geography,Total population,Male; Estimate; Total population,Female; Estimate; Total population, AGE - Under 5 years, AGE - 5 to 9 years, AGE - 10 to 14 years, AGE - 15 to 19 years, AGE - 20 to 24 years, AGE - 25 to 29 years, AGE - 30 to 34 years, AGE - 35 to 39 years, AGE - 40 to 44 years, AGE - 45 to 49 years, AGE - 50 to 54 years, AGE - 55 to 59 years, AGE - 60 to 64 years, AGE - 65 to 69 years, AGE - 70 to 74 years, AGE - 75 to 79 years, AGE - 80 to 84 years, AGE - 85 years and over
ZIP 01083,MA,ZCTA5 01083,3108,1508,1600,705,1519,1447,832,904,886,1682,1194,796,1664,1682,1103,1230,724,344,886,145,344
ZIP 01084,MA,ZCTA5 01084,211,103,108,253,1194,0,850,253,0,0,0,1031,1881,1194,2822,2568,2478,1194,344,253,1718
ZIP 01085,MA,ZCTA5 01085,41121,20098,21023,1013,977,1176,1411,1881,1049,959,814,1176,1248,1357,1230,1158,832,615,380,380,398
ZIP 01086,MA,ZCTA5 01086,1038,501,537,0,0,0,12716,5191,181,0,0,0,0,0,0,0,0,0,0,0,0
ZIP 01088,MA,ZCTA5 01088,446,238,208,0,0,561,0,0,0,561,0,1574,2587,3364,398,850,2749,1736,1176,814,1664
ZIP 01089,MA,ZCTA5 01089,28554,13890,14664,1049,959,1013,1212,1429,1447,1103,922,1320,1212,1230,1049,1375,742,561,597,434,434
ZIP 01092,MA,ZCTA5 01092,1078,592,486,995,579,3310,344,18,3057,1194,977,1537,1682,2152,506,868,199,181,199,0,307
ZIP 01093,MA,ZCTA5 01093,282,138,144,959,199,452,705,832,199,199,452,1537,1284,3527,2044,2243,1791,904,199,199,380
ZIP 01094,MA,ZCTA5 01094,310,164,146,1755,633,0,760,0,0,1393,1339,0,344,3563,0,1574,1103,868,470,2279,1990
ZIP 01095,MA,ZCTA5 01095,14436,7013,7423,705,724,1357,1574,832,543,452,814,1140,1700,1700,1375,1411,1140,850,543,398,814
ZIP 01096,MA,ZCTA5 01096,2522,1246,1276,977,941,1284,651,796,1013,1375,742,1483,1103,2406,1791,1121,724,868,380,90,307
ZIP 01097,MA,ZCTA5 01097,36,22,14,0,0,0,4522,0,0,0,0,9044,0,0,2008,0,0,0,1013,1501,0
ZIP 01098,MA,ZCTA5 01098,1095,524,571,742,904,633,380,922,941,977,470,868,1103,1574,3093,2134,1085,850,416,452,543
ZIP 01103,MA,ZCTA5 01103,2472,1214,1258,1339,615,452,1212,2388,1393,1809,597,959,1375,1447,1447,705,1031,561,326,199,217
ZIP 01104,MA,ZCTA5 01104,22285,10638,11647,1230,1031,1230,1610,1375,1103,1266,796,1357,1411,1465,1031,850,561,651,344,271,506
ZIP 01105,MA,ZCTA5 01105,12054,5902,6152,1646,1791,1339,1067,1827,1682,1501,1158,1067,814,977,1013,778,561,253,253,181,181
ZIP 01106,MA,ZCTA5 01106,16077,7401,8676,832,1085,1393,1519,850,271,760,886,1103,1248,1935,1393,1049,941,742,597,470,1031
ZIP 01107,MA,ZCTA5 01107,11706,5830,5876,1465,1483,1954,1483,1556,1248,1284,1230,1194,1140,633,832,1049,561,416,217,181,163
ZIP 01108,MA,ZCTA5 01108,26670,12468,14202,1284,1248,1827,1501,1411,1357,1393,1103,1103,1049,1067,1085,1067,579,362,199,326,127
ZIP 01109,MA,ZCTA5 01109,30987,14796,16191,1357,1158,1537,2333,2550,1067,922,705,1103,1067,922,904,724,543,362,416,199,235
ZIP 01118,MA,ZCTA5 01118,14192,6435,7757,1158,1085,1067,977,1049,1429,1339,1176,1085,1013,1339,1375,922,959,814,470,416,416
ZIP 01119,MA,ZCTA5 01119,13942,6463,7479,959,1140,941,1809,1556,1284,1302,1121,1013,886,1519,1212,850,633,597,380,434,470
ZIP 01128,MA,ZCTA5 01128,2568,1356,1212,886,470,579,886,1537,995,760,1266,742,2134,1013,2062,1067,1592,760,452,253,633
ZIP 01129,MA,ZCTA5 01129,7160,3342,3818,1266,1121,959,1375,959,1121,1375,742,1393,1357,1375,1339,1140,850,742,452,271,235
ZIP 01151,MA,ZCTA5 01151,9581,4641,4940,1736,1755,1990,1375,1230,1266,1158,1411,1121,1049,904,778,687,362,398,362,199,307
ZIP 01199,MA,ZCTA5 01199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIP 01201,MA,ZCTA5 01201,45557,21618,23939,1049,941,959,922,1049,1194,1176,1031,1121,1194,1574,1357,1248,977,742,470,525,579
ZIP 01220,MA,ZCTA5 01220,8536,4212,4324,850,922,1230,1031,1158,977,922,1121,977,1519,1628,1176,1339,1031,669,669,416,434
ZIP 01222,MA,ZCTA5 01222,811,402,409,1121,1140,687,1140,181,1320,1302,1827,543,1556,1718,1447,705,1501,742,669,362,163
ZIP 01223,MA,ZCTA5 01223,2336,1134,1202,488,705,651,922,597,705,705,760,1176,1556,2008,2207,1827,959,1194,633,796,199
ZIP 01224,MA,ZCTA5 01224,242,109,133,0,597,2460,1718,2623,0,0,0,0,6204,3292,597,597,0,0,0,0,0
ZIP 01225,MA,ZCTA5 01225,3057,1428,1629,868,1302,977,1302,687,796,705,850,1140,1447,1429,1574,1574,1085,470,1121,271,452
ZIP 01226,MA,ZCTA5 01226,6944,3525,3419,633,850,1284,1393,922,525,705,995,796,2080,1447,1519,1158,832,796,959,416,742
ZIP 01229,MA,ZCTA5 01229,131,38,93,0,3310,1519,0,0,0,0,5101,1375,1248,0,561,832,1935,687,0,0,1519
ZIP 01230,MA,ZCTA5 01230,8148,4114,4034,416,886,850,1791,1212,615,977,778,1067,1375,1284,1465,1537,1121,687,687,543,760
ZIP 01235,MA,ZCTA5 01235,2904,1482,1422,579,1212,1320,1248,488,488,525,1357,1411,1628,2243,1791,1302,850,452,362,217,615
ZIP 01236,MA,ZCTA5 01236,1574,732,842,724,1212,1085,1140,1411,814,1085,778,1013,1791,868,1827,1212,1158,579,669,525,217
ZIP 01237,MA,ZCTA5 01237,2735,1491,1244,1085,1320,1302,1013,868,1248,1230,1121,1067,1212,1664,1755,1140,488,832,307,127,307
ZIP 01238,MA,ZCTA5 01238,6245,2981,3264,742,724,1085,1320,1085,1537,995,326,1013,1556,742,1791,1411,1031,1212,742,362,416
ZIP 01240,MA,ZCTA5 01240,4823,2266,2557,344,796,1302,1158,886,90,633,470,1176,705,1176,1718,1791,1140,1483,796,651,1755
ZIP 01242,MA,ZCTA5 01242,192,109,83,0,1320,0,90,90,0,1700,1411,0,0,3672,1501,1031,0,3871,2261,0,1140
ZIP 01243,MA,ZCTA5 01243,383,192,191,380,561,615,181,380,941,995,289,850,941,1700,2876,2460,1881,1031,1176,796,0
ZIP 01244,MA,ZCTA5 01244,149,69,80,488,1212,362,0,0,0,2062,0,1827,0,362,2677,4739,1085,0,1085,2189,0
ZIP 01245,MA,ZCTA5 01245,807,408,399,217,850,742,941,434,1194,687,669,1429,941,1411,1140,2641,1755,1013,922,633,470
ZIP 01247,MA,ZCTA5 01247,15859,7664,8195,941,778,724,1574,1519,1049,832,995,1266,1465,1266,1248,1103,796,886,651,470,525
ZIP 01253,MA,ZCTA5 01253,683,333,350,1031,525,1212,615,525,1031,633,633,868,2388,1212,1465,1013,1664,1537,1013,579,127
ZIP 01254,MA,ZCTA5 01254,1043,495,548,380,669,1049,778,778,633,561,597,615,1121,1628,1791,1990,1917,1357,977,687,579
ZIP 01255,MA,ZCTA5 01255,896,471,425,488,1049,886,1103,1049,452,995,742,1519,1194,1447,1375,2116,850,850,941,362,669
ZIP 01256,MA,ZCTA5 01256,703,369,334,687,597,1411,1519,651,543,253,1393,1628,1718,1845,1700,1881,742,506,506,199,289
ZIP 01257,MA,ZCTA5 01257,2140,1015,1125,398,1067,543,1682,326,687,235,1140,868,1574,1465,1827,2189,1031,1302,796,543,380
ZIP 01258,MA,ZCTA5 01258,334,164,170,217,0,109,271,705,0,488,651,651,922,2605,1248,3039,2116,1085,1302,1085,1628
ZIP 01259,MA,ZCTA5 01259,540,289,251,127,271,1140,796,362,235,669,344,705,1845,2948,868,3147,1845,1537,633,506,109
ZIP 01260,MA,ZCTA5 01260,246,143,103,434,742,434,1176,669,1176,1917,0,1031,3600,742,2876,1320,0,1031,0,959,0
ZIP 01262,MA,ZCTA5 01262,1337,568,769,326,977,488,705,1429,1646,995,307,633,760,2044,1574,886,1465,1121,995,1194,561
ZIP 01264,MA,ZCTA5 01264,156,64,92,687,814,0,0,687,579,235,470,1501,235,1972,922,470,1972,3238,1736,1284,1284
ZIP 01266,MA,ZCTA5 01266,1491,673,818,561,1230,904,651,1121,633,344,886,904,1266,1248,1827,2008,1935,1049,687,362,488
ZIP 01267,MA,ZCTA5 01267,7906,3516,4390,651,705,778,3093,2749,579,470,687,796,615,904,1121,1176,977,669,579,470,1049
ZIP 01270,MA,ZCTA5 01270,766,397,369,289,1031,2008,868,705,398,253,1067,1013,1700,2478,1990,1610,1212,362,163,470,470
ZIP 01301,MA,ZCTA5 01301,17731,8785,8946,1067,778,904,995,1049,1375,1031,977,1465,1067,1320,1574,1393,995,543,416,506,633
ZIP 01330,MA,ZCTA5 01330,1596,773,823,1013,506,1357,1320,579,705,687,669,1393,1773,2044,1954,1809,904,416,416,199,380
ZIP 01331,MA,ZCTA5 01331,13264,6802,6462,760,995,1375,1212,995,922,1121,1085,1176,1339,1357,1628,1519,705,633,525,326,398
ZIP 01337,MA,ZCTA5 01337,2576,1245,1331,561,977,1067,941,561,651,904,941,1085,1248,1954,1700,1664,1664,561,651,525,434
ZIP 01338,MA,ZCTA5 01338,209,104,105,525,525,0,344,1736,1393,253,434,1736,1031,2858,597,2858,2333,0,434,0,1031
ZIP 01339,MA,ZCTA5 01339,1514,722,792,814,579,1085,1121,796,1067,778,724,868,1284,1320,1827,1610,1592,850,687,579,525
ZIP 01340,MA,ZCTA5 01340,1686,864,822,705,1465,579,1049,615,1646,850,579,1176,1284,1610,2152,1085,995,886,470,362,615
ZIP 01341,MA,ZCTA5 01341,1583,735,848,163,1140,1411,705,995,199,470,633,1465,1393,1990,2749,2080,1031,669,362,326,307
ZIP 01342,MA,ZCTA5 01342,1577,755,822,1031,2225,452,1230,452,54,1899,488,2225,2894,271,1610,1664,398,326,579,326,0
ZIP 01343,MA,ZCTA5 01343,72,34,38,760,1501,0,0,760,1013,0,0,0,506,1755,5282,1501,760,253,506,3021,506
ZIP 01344,MA,ZCTA5 01344,1557,766,791,633,1465,1302,1158,868,977,1664,1085,1357,1537,1339,1429,1212,687,434,506,181,271
ZIP 01346,MA,ZCTA5 01346,466,236,230,651,705,742,742,1212,434,814,543,850,1320,2171,1483,2749,2062,1049,235,0,344
ZIP 01347,MA,ZCTA5 01347,128,30,98,3401,0,0,0,1411,0,2261,5372,0,850,705,1140,2261,705,0,0,0,0
ZIP 01349,MA,ZCTA5 01349,888,379,509,90,832,543,1194,760,0,922,760,904,579,3690,2749,977,1230,307,525,127,1935
ZIP 01350,MA,ZCTA5 01350,118,53,65,760,615,615,615,1537,1230,1067,1375,1230,760,1682,1537,2297,307,452,760,1230,0
ZIP 01351,MA,ZCTA5 01351,2167,1019,1148,579,452,1465,1646,380,742,488,1248,1429,1682,1628,1067,1212,1501,1031,398,416,705
ZIP 01354,MA,ZCTA5 01354,1573,728,845,687,561,742,1194,1067,724,1592,814,886,1339,2044,2098,1809,959,525,488,307,235
ZIP 01355,MA,ZCTA5 01355,981,487,494,832,687,1194,1013,1140,1085,687,398,1501,1339,1284,2189,1411,1158,1230,271,271,344
ZIP 01360,MA,ZCTA5 01360,3031,1615,1416,760,850,1610,1013,525,922,868,922,1465,1827,1230,1736,1682,959,669,434,181,452
ZIP 01364,MA,ZCTA5 01364,7932,4077,3855,742,959,1646,1212,941,832,1158,1085,814,1357,1881,1194,1357,1031,850,307,434,307
ZIP 01366,MA,ZCTA5 01366,1355,646,709,760,434,760,1556,1302,543,995,525,977,1610,2568,1556,1121,1103,886,253,452,669
ZIP 01367,MA,ZCTA5 01367,569,296,273,922,886,1592,977,959,1121,886,579,506,1429,2351,1556,959,1556,760,344,416,289
ZIP 01368,MA,ZCTA5 01368,1230,598,632,1031,1013,760,1121,977,705,1140,850,1519,1537,1682,1574,1537,1067,742,362,344,163
ZIP 01370,MA,ZCTA5 01370,4143,1934,2209,868,669,687,1339,687,814,886,977,1049,1556,1393,1519,1954,1284,796,651,579,362
ZIP 01373,MA,ZCTA5 01373,4406,2003,2403,1031,1103,687,1013,796,543,1194,1085,1121,1393,2333,1700,1176,1121,687,199,506,398
ZIP 01375,MA,ZCTA5 01375,3683,1957,1726,778,271,724,561,5372,2080,1013,669,543,1266,850,1121,1357,434,181,253,344,253
ZIP 01376,MA,ZCTA5 01376,5511,2584,2927,977,1067,1320,1085,543,1664,1266,995,1266,1230,1049,1031,1574,1031,561,488,344,615
ZIP 01378,MA,ZCTA5 01378,690,329,361,651,941,362,579,543,543,525,1067,597,1158,1935,1755,2876,1357,1339,597,687,525
ZIP 01379,MA,ZCTA5 01379,873,477,396,760,579,941,651,543,1700,416,796,941,1049,2514,1483,2822,1718,434,326,145,289
ZIP 01420,MA,ZCTA5 01420,40419,20744,19675,1121,1085,1176,1483,1736,1483,1230,904,1212,1103,1248,1140,814,651,633,452,326,344
ZIP 01430,MA,ZCTA5 01430,6133,3053,3080,543,1339,1393,1176,1284,543,488,705,2026,1990,1718,1375,1556,760,687,163,289,54
ZIP 01431,MA,ZCTA5 01431,3147,1558,1589,597,977,1266,1357,832,850,941,506,1447,1755,2116,2098,959,814,416,470,362,344
ZIP 01432,MA,ZCTA5 01432,7337,3616,3721,1049,1031,886,1212,886,1085,1284,1845,1519,1700,1375,1158,796,651,579,452,452,181
ZIP 01434,MA,ZCTA5 01434,1656,1431,225,307,344,561,1899,959,1031,1646,1863,2171,2008,1628,1501,506,669,543,344,127,0
ZIP 01436,MA,ZCTA5 01436,3931,1740,2191,1537,1248,850,1248,977,1248,416,1085,1248,1320,1646,742,1791,886,669,54,488,633
ZIP 01438,MA,ZCTA5 01438,464,153,311,0,0,4124,0,850,0,0,109,2026,0,344,344,4793,3039,1718,705,0,0
ZIP 01440,MA,ZCTA5 01440,20293,10353,9940,1049,1085,922,1266,1103,1284,1140,1176,1393,1212,1266,1302,1212,597,597,434,525,506
ZIP 01450,MA,ZCTA5 01450,10997,5499,5498,814,1248,1628,1610,724,271,651,922,1393,1863,1845,1827,995,886,452,362,326,235
ZIP 01451,MA,ZCTA5 01451,4841,2457,2384,506,868,2026,1809,669,326,470,470,1339,1664,2496,1465,1339,1067,669,470,253,145
ZIP 01452,MA,ZCTA5 01452,4452,2258,2194,434,1031,1954,1736,633,669,597,778,1628,2315,1899,1610,850,760,470,163,289,235
ZIP 01453,MA,ZCTA5 01453,40978,19896,21082,922,1067,1031,1049,1158,1140,1176,1194,1302,1519,1628,1284,977,760,506,488,416,488
ZIP 01460,MA,ZCTA5 01460,9157,4476,4681,941,1031,1320,1266,832,796,832,1140,1375,1736,1592,1990,705,742,742,362,326,344
ZIP 01462,MA,ZCTA5 01462,10797,5112,5685,922,1085,1230,977,1067,959,597,995,1320,1447,2062,1158,1429,1049,669,289,416,416
ZIP 01463,MA,ZCTA5 01463,11782,5832,5950,760,1375,1537,1519,1067,615,868,868,1230,1755,1917,1411,1158,742,488,362,217,163
ZIP 01464,MA,ZCTA5 01464,7404,4463,2941,886,633,886,1266,796,1212,1917,1339,1755,1610,1519,1393,1013,597,561,344,163,163
ZIP 01467,MA,ZCTA5 01467,440,230,210,2297,3003,0,362,941,90,326,1972,3075,1357,1357,814,1266,0,0,995,36,163
ZIP 01468,MA,ZCTA5 01468,3682,1936,1746,525,434,1013,1501,1248,850,470,814,2261,1067,3003,1302,868,1103,922,597,90,0
ZIP 01469,MA,ZCTA5 01469,7328,3603,3725,1556,1121,1447,850,1031,886,1248,1465,995,1519,1447,1339,1284,977,488,163,163,127
ZIP 01473,MA,ZCTA5 01473,7361,3745,3616,886,850,1375,922,1158,959,651,1176,1121,1935,1610,1736,1556,904,416,163,217,434
ZIP 01474,MA,ZCTA5 01474,1855,982,873,814,959,1031,1592,1067,687,1085,525,724,2840,2822,1628,778,452,235,506,326,0
ZIP 01475,MA,ZCTA5 01475,10466,5478,4988,1121,886,1194,1483,506,886,1067,959,1121,1827,1863,1429,1049,832,651,470,470,253
ZIP 01501,MA,ZCTA5 01501,16136,7437,8699,778,1085,1049,1320,959,814,705,1085,1339,1592,1610,1339,977,1049,705,434,651,615
ZIP 01503,MA,ZCTA5 01503,2917,1577,1340,633,1049,1339,995,724,705,832,1248,1230,1845,1501,1501,1230,1049,796,506,362,506
ZIP 01504,MA,ZCTA5 01504,9055,4271,4784,669,868,1212,1755,1140,922,724,1103,1212,2225,1628,1556,1013,778,434,253,163,416
ZIP 01505,MA,ZCTA5 01505,4399,2317,2082,868,1013,1592,1103,579,597,850,1429,1429,1483,1881,1773,941,651,579,506,326,506
ZIP 01506,MA,ZCTA5 01506,3396,1839,1557,1158,1121,1013,597,687,1140,1067,1429,1339,1067,1266,1809,1320,922,724,615,561,235
ZIP 01507,MA,ZCTA5 01507,13126,6472,6654,868,995,1592,1085,1140,705,922,778,1791,1755,1646,1610,1103,814,398,217,253,416
ZIP 01510,MA,ZCTA5 01510,13675,6701,6974,1140,742,941,1031,1393,1176,922,1429,1429,1519,1284,1556,1031,760,615,362,307,452
ZIP 01515,MA,ZCTA5 01515,2263,1080,1183,778,525,1411,1339,1121,1031,452,1230,1574,1393,1447,1501,1411,1049,1013,181,217,398
ZIP 01516,MA,ZCTA5 01516,8624,4504,4120,669,1411,1881,1501,1067,597,814,1103,1465,1501,1501,1935,886,724,525,217,253,54
ZIP 01518,MA,ZCTA5 01518,2418,1135,1283,1537,615,1176,470,597,868,850,1248,742,1013,1519,2026,1031,1429,1320,615,127,868
ZIP 01519,MA,ZCTA5 01519,6573,3523,3050,1194,1736,1212,561,1103,687,1357,1103,1628,1736,1393,1339,1049,778,253,380,289,289
ZIP 01520,MA,ZCTA5 01520,14724,7259,7465,886,1339,1483,1049,868,742,1194,1121,1140,1501,1393,1483,1103,868,452,434,561,470
ZIP 01521,MA,ZCTA5 01521,2491,1321,1170,506,941,1067,977,1103,651,1212,742,2243,1682,1574,1519,1682,633,416,597,506,36
ZIP 01522,MA,ZCTA5 01522,3038,1420,1618,814,1013,995,1610,1194,941,380,941,1646,1809,2315,1736,886,579,579,163,199,307
ZIP 01523,MA,ZCTA5 01523,7847,4291,3556,995,615,1248,1194,1429,1827,1465,705,1574,1339,1212,1140,1031,868,742,307,163,253
ZIP 01524,MA,ZCTA5 01524,7103,3463,3640,796,615,1121,1483,1556,1013,1284,886,995,959,1755,1664,1266,651,687,543,470,362
ZIP 01525,MA,ZCTA5 01525,152,99,53,0,1194,1194,0,0,1556,4649,0,0,1664,0,7850,0,0,0,0,0,0
ZIP 01527,MA,ZCTA5 01527,13350,6476,6874,904,977,1013,1284,1031,705,959,1067,1899,1610,1592,1103,1140,1158,579,525,217,344
ZIP 01529,MA,ZCTA5 01529,3208,1550,1658,959,1121,1556,1357,1085,922,832,886,1791,2044,1791,1158,760,615,561,181,217,271
ZIP 01531,MA,ZCTA5 01531,1109,530,579,1158,1194,922,1411,886,1230,832,742,1049,1465,1791,1972,1085,995,326,398,181,452
ZIP 01532,MA,ZCTA5 01532,14644,7280,7364,724,1592,1248,1121,1176,796,904,742,1592,1357,1935,1339,1049,724,488,434,434,470
ZIP 01534,MA,ZCTA5 01534,6303,2824,3479,1465,1556,1429,1501,597,579,1140,1158,1176,1791,1375,1158,995,579,271,452,416,434
ZIP 01535,MA,ZCTA5 01535,4715,2457,2258,1140,941,1266,1537,1357,724,724,1085,1248,1700,1574,1574,832,561,525,579,488,235
ZIP 01536,MA,ZCTA5 01536,7138,3428,3710,724,1031,1230,1320,1121,922,1302,868,1664,1357,1465,1519,778,742,850,651,217,326
ZIP 01537,MA,ZCTA5 01537,2392,1253,1139,2261,1339,651,941,452,1339,1954,832,2388,904,1158,1339,633,633,253,687,235,109
ZIP 01540,MA,ZCTA5 01540,11219,5514,5705,1266,959,1067,1411,778,995,1302,850,1194,1628,1917,1230,1266,850,434,398,362,217
ZIP 01541,MA,ZCTA5 01541,3432,1736,1696,1248,995,1357,832,724,904,1158,362,1447,1067,1809,2152,1990,922,434,253,199,235
ZIP 01542,MA,ZCTA5 01542,1747,875,872,470,868,1194,1628,470,525,488,1248,1537,1176,1537,1682,1248,1194,1103,959,452,307
ZIP 01543,MA,ZCTA5 01543,8188,4236,3952,886,1375,1411,1465,886,669,1176,922,2080,1592,1700,959,1103,941,344,235,72,271
ZIP 01545,MA,ZCTA5 01545,35818,17605,18213,1031,1230,1411,1501,904,832,941,1248,1429,1610,1465,1121,904,724,633,344,416,344
ZIP 01550,MA,ZCTA5 01550,16775,8263,8512,1266,1049,1266,1103,1103,1031,1320,1140,1230,1284,1248,1302,1212,669,416,434,416,597
ZIP 01560,MA,ZCTA5 01560,4565,2214,2351,1628,1773,1501,1230,977,1194,760,1556,1954,1556,1085,1085,307,416,380,271,145,289
ZIP 01561,MA,ZCTA5 01561,155,98,57,0,0,1519,2442,4902,1519,0,2912,1176,0,0,3618,0,0,0,0,0,0
ZIP 01562,MA,ZCTA5 01562,11746,5871,5875,1230,904,1429,488,1339,1194,1194,959,1085,2008,886,1393,1429,1013,543,434,307,271
ZIP 01564,MA,ZCTA5 01564,7870,3825,4045,1284,977,1320,1140,561,633,724,1266,1103,2370,2008,1031,1230,995,615,163,163,543
ZIP 01566,MA,ZCTA5 01566,6945,3310,3635,832,1266,1954,1230,669,687,850,1067,1827,1411,1393,1447,959,959,452,561,271,271
ZIP 01568,MA,ZCTA5 01568,7453,3636,3817,959,1031,1899,1537,579,561,977,1013,1248,1935,1411,1556,1302,669,597,344,307,163
ZIP 01569,MA,ZCTA5 01569,13703,6609,7094,1049,868,1194,1610,1158,814,561,1537,1266,1664,1664,1465,995,724,633,289,307,271
ZIP 01570,MA,ZCTA5 01570,16806,7741,9065,886,850,1176,959,1248,1284,886,1339,1302,1230,1592,1158,1013,724,760,633,416,669
ZIP 01571,MA,ZCTA5 01571,11633,6067,5566,814,922,1610,2261,1339,977,886,1085,1501,1447,1085,1339,760,669,561,271,344,235
ZIP 01581,MA,ZCTA5 01581,18481,8970,9511,1031,1049,1411,1176,742,1194,1067,959,1320,1935,1519,1393,868,687,525,344,344,543
ZIP 01583,MA,ZCTA5 01583,7687,4761,2926,561,705,832,1085,1972,1791,1357,1574,1031,1013,1031,1212,1266,814,506,488,289,543
ZIP 01585,MA,ZCTA5 01585,4705,2443,2262,850,977,1031,760,1556,760,941,1176,1031,1230,1411,1537,1501,904,1230,307,380,525
ZIP 01588,MA,ZCTA5 01588,9569,4506,5063,1121,1158,1085,1230,1194,1194,1158,1013,1465,959,1501,1320,1121,796,687,326,380,362
ZIP 01590,MA,ZCTA5 01590,9014,4373,4641,633,1755,1194,1682,796,253,633,995,1628,2243,1411,1212,1393,1067,362,380,253,217
ZIP 01602,MA,ZCTA5 01602,24228,11327,12901,1121,1103,922,1339,1700,1266,995,941,1140,1302,1230,1447,850,922,452,470,398,452
ZIP 01603,MA,ZCTA5 01603,20380,9725,10655,1212,1158,1194,1176,1393,1574,1411,1031,1067,1375,1610,995,868,669,398,434,199,344
ZIP 01604,MA,ZCTA5 01604,34628,17063,17565,1339,1140,904,959,1230,1773,1574,1284,1266,959,1031,1121,1067,705,416,434,344,506
ZIP 01605,MA,ZCTA5 01605,27387,12680,14707,1592,1248,1194,1121,1610,1537,1411,1085,995,1194,1085,1085,669,416,506,398,307,651
ZIP 01606,MA,ZCTA5 01606,19043,9024,10019,1085,1013,1049,1103,922,1284,1483,1302,1230,1465,1429,1049,941,742,561,543,307,579
ZIP 01607,MA,ZCTA5 01607,8991,4380,4611,1140,1121,995,1465,1411,1501,1682,1465,886,1284,1718,1284,543,760,344,163,163,181
ZIP 01608,MA,ZCTA5 01608,3351,1466,1885,1773,1302,1357,1284,1519,2351,2225,977,922,579,1013,995,633,271,579,0,36,326
ZIP 01609,MA,ZCTA5 01609,20948,9969,10979,615,651,760,2786,3419,1140,832,705,651,669,1411,1085,868,633,470,434,470,488
ZIP 01610,MA,ZCTA5 01610,23885,11820,12065,1266,1085,1049,2333,2550,1429,1194,1339,1194,904,959,868,633,416,253,217,145,253
ZIP 01611,MA,ZCTA5 01611,2458,1268,1190,470,796,1320,1230,977,1447,1501,1574,1230,1664,1664,868,1483,488,561,525,253,0
ZIP 01612,MA,ZCTA5 01612,4879,2500,2379,724,1519,995,1917,1429,1013,742,832,904,1140,1519,1628,1212,687,868,344,362,271
ZIP 01701,MA,ZCTA5 01701,31780,14791,16989,959,1049,1212,904,543,1176,1284,1067,1320,1411,1176,1411,1302,1103,597,579,416,579
ZIP 01702,MA,ZCTA5 01702,38180,17851,20329,1483,904,886,1339,1736,1574,1501,1411,1284,1266,1176,995,651,470,380,344,289,380
ZIP 01718,MA,ZCTA5 01718,303,119,184,724,2985,724,1664,0,0,959,3346,724,651,543,0,2695,832,778,778,724,0
ZIP 01719,MA,ZCTA5 01719,5102,2513,2589,470,977,1501,1755,796,1429,543,724,1284,2044,1881,1447,1339,850,452,253,72,235
ZIP 01720,MA,ZCTA5 01720,22197,11138,11059,941,1284,1646,1411,597,561,760,1266,1411,1664,2116,1574,868,687,452,289,271,326
ZIP 01721,MA,ZCTA5 01721,16985,8208,8777,1248,995,1248,1284,687,705,1375,1049,1465,1393,1519,1447,1357,868,380,416,289,362
ZIP 01730,MA,ZCTA5 01730,13709,6792,6917,1049,1230,1592,977,669,579,1013,1067,1339,1682,1537,1357,995,416,669,669,633,597
ZIP 01731,MA,ZCTA5 01731,1893,923,970,4088,2822,1103,886,1031,1718,2171,1972,1447,543,235,72,0,0,0,0,0,0
ZIP 01740,MA,ZCTA5 01740,5019,2478,2541,1158,1357,1519,1556,525,416,669,977,1501,2008,2225,1447,850,832,344,380,199,72
ZIP 01741,MA,ZCTA5 01741,4967,2361,2606,271,1465,2026,1375,506,289,163,561,1031,1990,2207,1773,1592,633,705,850,398,235
ZIP 01742,MA,ZCTA5 01742,18948,9872,9076,742,1465,1158,1031,579,525,506,868,1664,1465,1646,1610,1393,850,796,506,597,705
ZIP 01745,MA,ZCTA5 01745,309,135,174,995,470,579,0,1755,705,1230,814,1519,760,1465,2171,579,1103,886,941,1646,470
ZIP 01746,MA,ZCTA5 01746,14008,7025,6983,977,1483,1537,1212,633,742,488,1212,1411,1628,1700,1537,1049,886,597,362,235,362
ZIP 01747,MA,ZCTA5 01747,5934,2874,3060,1013,1121,1212,1827,651,597,1140,1103,1230,2225,1411,1194,995,561,271,470,235,814
ZIP 01748,MA,ZCTA5 01748,15604,7623,7981,1212,1501,1809,1537,452,633,597,1212,1682,1972,1700,1085,1103,470,452,307,181,199
ZIP 01749,MA,ZCTA5 01749,19464,9574,9890,922,832,1230,1140,669,1067,1140,1212,1339,1574,1465,1212,1140,922,1031,669,181,326
ZIP 01752,MA,ZCTA5 01752,39141,19454,19687,1248,1013,796,904,1158,1302,1375,1266,1465,1429,1501,1230,1085,615,561,488,380,289
ZIP 01754,MA,ZCTA5 01754,10314,5325,4989,1320,1248,886,778,651,742,1302,1375,1501,1158,1592,1863,1284,724,561,398,362,380
ZIP 01756,MA,ZCTA5 01756,5895,2856,3039,796,1320,1718,1230,886,579,506,959,1537,2080,1284,1809,1121,1212,362,163,307,199
ZIP 01757,MA,ZCTA5 01757,28391,13824,14567,1140,1266,1176,1049,995,1339,1212,1158,1302,1519,1483,1248,922,724,488,326,380,398
ZIP 01760,MA,ZCTA5 01760,34043,16578,17465,1067,1194,1230,1031,705,1121,959,1176,1465,1592,1519,1302,1085,832,597,525,344,344
